eid,anio,posicion_autor,n_autores_total,nombre_en_fuente,clave_normalizada,clave_apellido,afiliacion_declarada_raw,unidad_academica_raw,unidad_academica,metodo_blando,metodo_duro_publicacion,confianza
2-s2.0-105003546905,2025,1,6,Cerda E.,cerda e,cerda,"Centro de Pacientes Críticos, Clínica Las Condes, Santiago, Chile, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105003546905,2025,2,6,Urbina K.G.D.,urbina kgd,urbinakgd,"Centro de Pacientes Críticos, Clínica Las Condes, Santiago, Chile, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105003546905,2025,3,6,Ferre A.,ferre a,ferre,"Centro de Pacientes Críticos, Clínica Las Condes, Santiago, Chile, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105003546905,2025,4,6,Dreyse J.,dreyse j,dreyse,"Centro de Pacientes Críticos, Clínica Las Condes, Santiago, Chile, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105003546905,2025,5,6,Giglio A.,giglio a,giglio,"Centro de Pacientes Críticos, Clínica Las Condes, Santiago, Chile, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105003546905,2025,6,6,Valenzuela R.,valenzuela r,valenzuela,"Centro de Pacientes Críticos, Clínica Las Condes, Santiago, Chile, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105006432616,2025,5,5,López-Arana S.,lopez arana s,lopezarana,"Center for Cancer Prevention and Control (CECAN), Santiago, 7820436, Chile, Escuela de Nutrición y Dietética, Facultad de Medicina, Universidad Finis Terrae, Providencia, 7501014, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85208565505,2024,2,5,Fernández-Verdejo R.,fernandez verdejo r,fernandezverdejo,"Laboratorio de Fisiología del Ejercicio y Metabolismo (LABFEM), Escuela de Kinesiología, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile, Pennington Biomedical Research Center, Louisiana State University, Baton Rouge, LA, United States",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105010641875,2025,9,9,Ruiz Riquelme P.,ruiz riquelme p,ruizriquelme,"Department of Orthopedic and Traumatology, Las Condes Clinic, Santiago, 7591047, Chile, School of Medicine, Finis Terrae University, Santiago, 7501015, Chile",School of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85210267275,2024,6,11,Quezada M.,quezada m,quezada,"Facultad de Medicina, Universidad Finis Terrae, Santiago, 7501015, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105014108527,2025,4,19,Mujika I.,mujika i,mujika,"Department of Physiology, Faculty of Medicine and Nursing, University of the Basque Country, Basque Country, Leioa, Spain, Exercise Science Laboratory, School of Kinesiology, Faculty of Medicine, Universidad Finis Terrae, Santiago, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85184870035,2024,1,2,Lermanda Peña C.,lermanda pena c,lermandapena,"Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile, Escuela de Enfermería, Universidad de las Américas, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85184870035,2024,2,2,Hernández Cortina A.,hernandez cortina a,hernandezcortina,"Escuela de Enfermería, Universidad Finis Terrae, Santiago, Chile",Escuela de Enfermería,Escuela de Enfermería,True,True,alta
2-s2.0-85196191257,2024,1,2,Dávila C.M.,davila cm,davilacm,"Universidad Finis Terrae, Chile",,No determinada,True,True,alta
2-s2.0-85196191257,2024,2,2,Prieto I.T.,prieto it,prietoit,"Universidad Finis Terrae, Chile, Universidad Alberto Hurtado, Chile",,No determinada,True,True,alta
2-s2.0-85205078698,2024,8,11,Orellana-Donoso M.,orellana donoso m,orellanadonoso,"Departamento de Morfología, Facultad de Medicina, Universidad Andrés Bello, Santiago, 7591538, Chile, Escuela de Medicina, Universidad Finis Terrae, Santiago, 7501015, Chile",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85211638159,2024,1,2,Fernández-Verdejo R.,fernandez verdejo r,fernandezverdejo,"Pennington Biomedical Research Center, Louisiana State University, Baton Rouge, LA, United States, Centro de Fisiología del Ejercicio y Metabolismo, Escuela de Kinesiología, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85205918921,2024,2,5,Fernández-Verdejo R.,fernandez verdejo r,fernandezverdejo,"Pennington Biomedical Research Center, Baton Rouge, LA, United States, Laboratorio de Fisiología del Ejercicio y Metabolismo (LABFEM), Escuela de Kinesiología, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105033633263,2025,1,1,Debesa-Arregui L.M.,debesa arregui lm,debesaarregui,"Universidad de Los Andes, Departamento de Derecho Laboral, Facultad de Derecho, Universidad Finis Terrae, Providencia, Chile",Facultad de Derecho,Facultad de Derecho,True,True,alta
2-s2.0-105007847416,2025,8,9,Strauss F.J.,strauss fj,straussfj,"Clinic of Reconstructive Dentistry, Center of Dental Medicine, University of Zurich, Zurich, Plattenstrasse 11, Zürich, 8032, Switzerland, Center for Studies and Innovation in Dentistry, Faculty of Dentistry, Universidad Finis Terrae, Santiago, Chile",Faculty of Dentistry,Facultad de Odontología,True,True,alta
2-s2.0-105022173050,2025,2,6,Valderrama P.,valderrama p,valderrama,"Escuela de Medicina, Universidad Finis Terrae, Santiago, Chile",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85202889574,2024,3,4,Pizarro S.,pizarro s,pizarro,"Servicio de Atención Médica de Urgencia (SAMU), Santiago, Chile, Facultad de Medicina, Universidad Finis Terrae, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105028224020,2025,1,1,Sánchez M.,sanchez m,sanchez,"Universidad Católica de Chile, Universidad Finis Terrae, Chile",,No determinada,True,True,alta
2-s2.0-85207189257,2024,1,1,Santander A.S.,santander as,santanderas,"Universidad Finis Terrae, Chile",,No determinada,True,True,alta
2-s2.0-105001330915,2025,18,20,Diaz F.,diaz f,diaz,"Red Colaborativa Pediatrica de Latinoamérica (LARed Network), Montevideo, Uruguay, Universidad Finis Terrae, Unidad de Investigacion y Epidemiologia Clínica, Escuela de Medicina, Santiago, Chile, Pediatric Intensive Care, Hospital El Carmen de Maipú, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85214386901,2025,2,3,Salas-Guzmán N.,salas guzman n,salasguzman,"Centro de Investigación en Psicología, Educación y Familia (CIPEF), Universidad Finis Terrae, Santiago de Chile, Chile",,No determinada,True,True,alta
2-s2.0-85201029704,2024,4,5,Strauss F.J.,strauss fj,straussfj,"School of Dentistry, University of Chile, Chile, Clinic of Reconstructive Dentistry, Center of Dental Medicine, University of Zurich, Zurich, Switzerland, Faculty of Dentistry, Universidad Finis Terrae, Santiago, Chile",Faculty of Dentistry,Facultad de Odontología,True,True,alta
2-s2.0-105037529753,2025,3,4,Rocco-Toloza V.,rocco toloza v,roccotoloza,"Dirección de Investigación, Vicerrectoría de Investigación, Creación Artística e Innovación, Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85197494682,2024,7,8,Strauss F.J.,strauss fj,straussfj,"Clinic of Reconstructive Dentistry, Center for Dental Medicine, University of Zurich, Zurich, Switzerland, Faculty of Dentistry, Universidad Finis Terrae, Santiago, Chile",Faculty of Dentistry,Facultad de Odontología,True,True,alta
2-s2.0-105005324704,2025,1,4,Montero-Orellana M.J.,montero orellana mj,monteroorellana,"Physiotherapy Unit, School of Physiotherapy, Faculty of Medicine, Universidad Finis Terrae",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105005324704,2025,3,4,Ossa-Cox M.,ossa cox m,ossacox,"School of Physiotherapy, Faculty of Medicine, Universidad Finis Terrae",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105003554304,2025,5,12,Orellana-Donoso M.,orellana donoso m,orellanadonoso,"Escuela de Medicina, Universidad Finis Terrae, Santiago, 7501015, Chile, Department of Morphological Sciences, Faculty of Medicine and Science, Universidad San Sebastián, Santiago, 7510157, Chile",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105022195058,2025,1,3,Mujika I.,mujika i,mujika,"Department of Physiology, Faculty of Medicine and Nursing, University of the Basque Country, Leioa, Spain, Exercise Science Laboratory, School of Kinesiology, Faculty of Medicine, Universidad Finis Terrae, Santiago, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105008230374,2025,4,8,Diaz F.,diaz f,diaz,"Pediatric Intensive Care Unit, Hospital El Carmen Dr Luis Valentin Ferrada, Santiago, Chile, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85192173231,2024,2,3,Valle M.A.,valle ma,vallema,"Centro de Economía y Negocios Sostenibles (CENS), Universidad Finis Terrae, Chile",,No determinada,True,True,alta
2-s2.0-105026965629,2025,2,2,Giordanino E.,giordanino e,giordanino,"Jefe Técnico Intensivo Cardiovascular y Jefe Insuficiencia Cardíaca y Trasplante Cardíaco, Clínica Las Condes, Santiago, Chile, Jefe Académico Cardiología, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105035827005,2025,1,2,Perez S.,perez s,perez,"Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-105035827005,2025,2,2,Rojas D.,rojas d,rojas,"Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85195264160,2024,4,5,Strauss F.J.,strauss fj,straussfj,"Clinic of Reconstructive Dentistry, Center of Dental Medicine, University of Zurich, Zurich, Switzerland, Faculty of Dentistry, Universidad Finis Terrae, Santiago, Chile",Faculty of Dentistry,Facultad de Odontología,True,True,alta
2-s2.0-105003932507,2025,2,3,Giglio A.,giglio a,giglio,"Critical Care Department, Clinica Las Condes Hospital, Santiago, Chile, Critical Care Department, Finis Terrae University, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-105003932507,2025,3,3,Ferre A.,ferre a,ferre,"Critical Care Department, Clinica Las Condes Hospital, Santiago, Chile, Critical Care Department, Finis Terrae University, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-105001275073,2025,5,13,Rojas-Costa G.M.,rojas costa gm,rojascosta,"School of Medicine, Finis Terrae University, Santiago, 750115, Chile, Biomedical Imaging Unit and Artificial Intelligence FISABIO-CIPF, Foundation for the Promotion of Health and Biomedical Research of the Valencia Region, Valencia, Spain",School of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85199872756,2024,7,10,Orellana-Donoso M.,orellana donoso m,orellanadonoso,"Departamento de Morfología, Facultad de Medicina, Universidad Andrés Bello, Santiago, 8370146, Chile, Escuela de Medicina, Universidad Finis Terrae, Santiago, 7501015, Chile",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85199926245,2024,7,10,Retamal M.J.,retamal mj,retamalmj,"Facultad de Ingeniería, Universidad Finis Terrae, Santiago, 7501015, Chile",Facultad de Ingeniería,Facultad de Ingeniería,True,True,alta
2-s2.0-105021937565,2025,3,6,Polanco V.,polanco v,polanco,"Escuela de Ingeniería Civil Biomédica, Facultad de Ingeniería, Universidad Finis Terrae, Santiago, 7501015, Chile",Facultad de Ingeniería,Facultad de Ingeniería,True,True,alta
2-s2.0-105013639272,2025,2,3,Valdés C.Á.,valdes ca,valdesca,"Universidad Finis Terrae, Chile",,No determinada,True,True,alta
2-s2.0-85213446767,2024,1,7,Giancáspero-Inostroza F.,giancaspero inostroza f,giancasperoinostroza,"Unidad de Fisiología del Ejercicio, Centro de Innovación, Clínica MEDS, Santiago, 7550615, Chile, Magister en Ciencias de la Salud y el Deporte, Escuela de Kinesiología, Facultad de Medicina, Universidad Finis Terrae, Santiago, 7501015, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85204486796,2024,1,3,Cavada Chacón G.,cavada chacon g,cavadachacon,"Facultad de Medicina, Universidad de Chile, Santiago, Chile, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85204486796,2024,3,3,Horna Campos O.,horna campos o,hornacampos,"Facultad de Medicina, Universidad de Chile, Santiago, Chile, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105013688751,2025,3,5,Carvajal C.,carvajal c,carvajal,"Facultad de Medicina, Universidad Finis Terrae, Santiago de Chile, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85181891137,2024,10,15,Rojas-Costa G.M.,rojas costa gm,rojascosta,"Department of Radiology, Clínica las Condes, Santiago, Chile, Advanced Epilepsy Center, Clínica las Condes, Santiago, Chile, Join Unit FISABIO-CIPF, Valencia, Spain, School of Medicine, Finis Terrae University, Santiago, Chile, Health Innovation Center, Clínica Las Condes, Santiago, Chile",School of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85194821198,2024,1,6,Simón L.,simon l,simon,"Nutrition and Dietetic School, Universidad Finis Terrae, Santiago, Chile, Cellular Communication Laboratory, Center for Studies on Exercise, Metabolism and Cancer (CEMC), Institute of Biomedical Sciences (ICBM), Faculty of Medicine, University of Chile, Santiago, Chile, Advanced Center for Chronic D",,No determinada,True,True,alta
2-s2.0-105005555951,2025,1,8,Tapia-Castillo A.,tapia castillo a,tapiacastillo,"Department of Endocrinology, School of Medicine, Pontificia Universidad Católica de Chile, Santiago, Chile, Centro Traslacional de Endocrinología UC (CETREN-UC), Santiago, Chile, Faculty of Engineering, Universidad Finis Terrae, Santiago, Chile",Faculty of Engineering,Facultad de Ingeniería,True,True,alta
2-s2.0-85200962404,2025,1,9,Ferre A.,ferre a,ferre,"Critical Care Department, Clinica Las Condes Hospital, Santiago, Chile, Critical Care Department, Finis Terrae University, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85200962404,2025,2,9,Giglio A.,giglio a,giglio,"Critical Care Department, Clinica Las Condes Hospital, Santiago, Chile, Critical Care Department, Finis Terrae University, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85200962404,2025,3,9,Van Sint Jan N.,van sint jan n,vansint,"Critical Care Department, Finis Terrae University, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85200962404,2025,5,9,Benites M.,benites m,benites,"Critical Care Department, Clinica Las Condes Hospital, Santiago, Chile, Critical Care Department, Finis Terrae University, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85200962404,2025,8,9,Dreyse J.,dreyse j,dreyse,"Critical Care Department, Clinica Las Condes Hospital, Santiago, Chile, Critical Care Department, Finis Terrae University, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85200962404,2025,9,9,Hasbun P.,hasbun p,hasbun,"Critical Care Department, Clinica Las Condes Hospital, Santiago, Chile, Critical Care Department, Finis Terrae University, Santiago, Chile, Simulation Centre, Clinica Las Condes Hospital, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-105015162848,2025,3,5,Puyol F.,puyol f,puyol,"Faculty of Education, University Finis Terrae, Santiago, Chile",Faculty of Education,Facultad de Educación y Ciencias Sociales,True,True,alta
2-s2.0-85213020589,2024,4,4,Mardónez M.M.,mardonez mm,mardonezmm,"Department of Coloproctology, INDISA Clinic, Faculty of Medicine, University Finis Terrae, Región Metropolitana, Providencia, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85190807889,2024,1,21,Valderrama P.,valderrama p,valderrama,"Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85200249531,2025,6,7,Santibáñez D.,santibanez d,santibanez,"Facultad de Educación, Psicología y Familia, Universidad Finis Terrae, Santiago, Chile",Facultad de Educación,Facultad de Educación y Ciencias Sociales,True,True,alta
2-s2.0-105017992313,2025,2,4,Castillo O.,castillo o,castillo,"Facultad de Medicina, Universidad Finis Terrae, Escuela de Nutrición y Dietética, Santiago de Chile, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105021446355,2025,1,2,López-Arana S.,lopez arana s,lopezarana,"Escuela de Nutrición y Dietética, Facultad de Medicina, Universidad Finis Terrae, Providencia, 7501014, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105021446355,2025,2,2,Bustos-Arriagada E.,bustos arriagada e,bustosarriagada,"Escuela de Nutrición y Dietética, Facultad de Medicina, Universidad Finis Terrae, Providencia, 7501014, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
